symbol,date,timing,accession
LRCX,2019-10-23,amc,0000707549-19-000159
LRCX,2020-01-29,amc,0000707549-20-000011
LRCX,2020-04-22,amc,0000707549-20-000077
LRCX,2020-07-29,amc,0000707549-20-000119
LRCX,2020-10-21,amc,0000707549-20-000167
LRCX,2021-01-27,amc,0000707549-21-000010
LRCX,2021-04-21,amc,0000707549-21-000085
LRCX,2021-07-28,amc,0000707549-21-000124
LRCX,2021-10-20,amc,0000707549-21-000152
LRCX,2022-01-26,amc,0000707549-22-000009
LRCX,2022-04-20,amc,0000707549-22-000063
LRCX,2022-07-27,amc,0000707549-22-000097
LRCX,2022-10-19,amc,0000707549-22-000119
LRCX,2023-01-25,amc,0000707549-23-000005
LRCX,2023-04-19,amc,0000707549-23-000077
LRCX,2023-07-26,amc,0000707549-23-000091
LRCX,2023-10-18,amc,0000707549-23-000112
LRCX,2024-01-24,amc,0000707549-24-000013
LRCX,2024-04-24,amc,0000707549-24-000064
LRCX,2024-07-31,amc,0000707549-24-000099
LRCX,2024-10-23,amc,0000707549-24-000125
LRCX,2025-01-29,amc,0000707549-25-000009
LRCX,2025-04-23,amc,0000707549-25-000051
LRCX,2025-07-30,amc,0000707549-25-000068
LRCX,2025-10-22,amc,0000707549-25-000082
LRCX,2026-01-28,amc,0000707549-26-000006
LRCX,2026-04-22,amc,0000707549-26-000020
LRCX,2026-07-29,amc,0000707549-26-000033
LUMN,2019-08-07,amc,0000018926-19-000015
LUMN,2019-11-06,amc,0000018926-19-000020
LUMN,2020-02-12,amc,0000018926-20-000004
LUMN,2020-05-06,amc,0000018926-20-000011
LUMN,2020-08-05,amc,0000018926-20-000019
LUMN,2020-11-04,amc,0000018926-20-000025
LUMN,2021-02-10,amc,0000018926-21-000004
LUMN,2021-05-05,amc,0000018926-21-000026
LUMN,2021-08-03,amc,0000018926-21-000034
LUMN,2021-11-03,amc,0000018926-21-000047
LUMN,2022-02-09,amc,0000018926-22-000003
LUMN,2022-05-04,amc,0000018926-22-000021
LUMN,2022-08-03,amc,0000018926-22-000028
LUMN,2022-11-02,amc,0000018926-22-000038
LUMN,2023-02-07,amc,0000018926-23-000008
LUMN,2023-05-02,amc,0000018926-23-000047
LUMN,2023-08-01,amc,0000018926-23-000084
LUMN,2023-10-31,amc,0000018926-23-000098
LUMN,2024-02-06,amc,0000018926-24-000008
LUMN,2024-04-30,amc,0000018926-24-000053
LUMN,2024-08-06,amc,0000018926-24-000093
LUMN,2024-11-05,amc,0000018926-24-000110
LUMN,2025-02-04,amc,0000018926-25-000004
LUMN,2025-05-01,amc,0000018926-25-000047
LUMN,2025-07-31,amc,0000018926-25-000092
LUMN,2025-10-30,amc,0000018926-25-000110
LUMN,2026-02-03,amc,0000018926-26-000006
LUMN,2026-05-05,amc,0000018926-26-000045
LUMN,2026-08-04,amc,0000018926-26-000058
LUV,2019-07-25,bmo,0000092380-19-000075
LUV,2019-10-24,bmo,0000092380-19-000083
LUV,2020-01-23,bmo,0000092380-20-000004
LUV,2020-04-28,bmo,0000092380-20-000059
LUV,2020-07-23,bmo,0000092380-20-000119
LUV,2020-10-22,bmo,0000092380-20-000141
LUV,2021-01-28,bmo,0000092380-21-000006
LUV,2021-04-22,bmo,0000092380-21-000092
LUV,2021-07-22,bmo,0000092380-21-000140
LUV,2021-10-21,bmo,0000092380-21-000156
LUV,2022-01-27,bmo,0000092380-22-000003
LUV,2022-04-28,bmo,0000092380-22-000016
LUV,2022-07-28,bmo,0000092380-22-000043
LUV,2022-10-27,bmo,0000092380-22-000058
LUV,2023-01-06,bmo,0000092380-23-000004
LUV,2023-01-26,bmo,0000092380-23-000007
LUV,2023-04-27,bmo,0000092380-23-000021
LUV,2023-07-27,bmo,0000092380-23-000036
LUV,2023-10-26,bmo,0000092380-23-000047
LUV,2024-01-25,bmo,0000092380-24-000003
LUV,2024-02-06,amc,0000092380-24-000026
LUV,2024-04-25,bmo,0000092380-24-000053
LUV,2024-07-25,bmo,0000092380-24-000108
LUV,2024-10-24,bmo,0000092380-24-000145
LUV,2025-01-30,bmo,0000092380-25-000007
LUV,2025-04-23,amc,0000092380-25-000079
LUV,2025-07-23,amc,0000092380-25-000131
LUV,2025-10-22,amc,0000092380-25-000138
LUV,2026-01-28,amc,0000092380-26-000002
LUV,2026-04-22,amc,0000092380-26-000044
LUV,2026-07-22,amc,0000092380-26-000074
LVS,2019-07-24,amc,0001300514-19-000072
LVS,2019-10-23,amc,0001300514-19-000101
LVS,2020-01-29,amc,0001300514-20-000003
LVS,2020-04-22,amc,0001300514-20-000035
LVS,2020-06-01,bmo,0001300514-20-000087
LVS,2020-07-22,amc,0001300514-20-000111
LVS,2020-10-21,amc,0001300514-20-000136
LVS,2021-01-27,amc,0001300514-21-000029
LVS,2021-04-21,amc,0001300514-21-000052
LVS,2021-07-21,amc,0001300514-21-000111
LVS,2021-09-08,bmo,0001300514-21-000132
LVS,2021-10-20,amc,0001300514-21-000157
LVS,2022-01-26,amc,0001300514-22-000004
LVS,2022-04-27,amc,0001300514-22-000033
LVS,2022-07-20,amc,0001300514-22-000088
LVS,2022-10-19,amc,0001300514-22-000107
LVS,2023-01-25,amc,0001300514-23-000005
LVS,2023-04-19,amc,0001300514-23-000034
LVS,2023-07-19,amc,0001300514-23-000079
LVS,2023-10-18,amc,0001300514-23-000090
LVS,2024-01-24,amc,0001300514-24-000008
LVS,2024-04-17,amc,0001300514-24-000064
LVS,2024-07-24,amc,0001300514-24-000116
LVS,2024-10-23,amc,0001300514-24-000132
LVS,2025-01-29,amc,0001300514-25-000021
LVS,2025-04-23,amc,0001300514-25-000089
LVS,2025-07-23,amc,0001300514-25-000139
LVS,2025-10-22,amc,0001300514-25-000157
LVS,2026-01-28,amc,0001300514-26-000004
LVS,2026-04-22,amc,0001300514-26-000039
LVS,2026-07-22,amc,0001300514-26-000078
LYFT,2019-08-07,amc,0001193125-19-215328
LYFT,2019-10-30,amc,0001193125-19-278944
LYFT,2020-02-11,amc,0001193125-20-031321
LYFT,2020-05-06,amc,0001759509-20-000015
LYFT,2020-08-12,amc,0001759509-20-000028
LYFT,2020-11-10,amc,0001759509-20-000042
LYFT,2021-02-09,amc,0001759509-21-000005
LYFT,2021-05-04,amc,0001759509-21-000030
LYFT,2021-08-03,amc,0001759509-21-000042
LYFT,2021-11-02,amc,0001759509-21-000050
LYFT,2022-02-08,amc,0001759509-22-000005
LYFT,2022-05-03,amc,0001759509-22-000039
LYFT,2022-08-04,amc,0001759509-22-000058
LYFT,2022-11-03,intraday,0001759509-22-000071
LYFT,2022-11-07,amc,0001759509-22-000077
LYFT,2023-02-09,amc,0001759509-23-000018
LYFT,2023-05-04,amc,0001759509-23-000056
LYFT,2023-08-08,amc,0001759509-23-000091
LYFT,2023-11-08,amc,0001759509-23-000108
LYFT,2024-02-13,amc,0001759509-24-000011
LYFT,2024-05-07,amc,0001759509-24-000064
LYFT,2024-08-07,bmo,0001759509-24-000096
LYFT,2024-11-06,amc,0001759509-24-000121
LYFT,2025-02-11,amc,0001759509-25-000009
LYFT,2025-05-08,amc,0001759509-25-000084
LYFT,2025-08-06,amc,0001759509-25-000123
LYFT,2025-11-05,amc,0001628280-25-049556
LYFT,2026-02-10,amc,0001628280-26-006817
LYFT,2026-05-07,amc,0001628280-26-032102
LYFT,2026-08-06,amc,0001628280-26-054305
M,2019-08-14,bmo,0000794367-19-000091
M,2019-11-21,bmo,0000794367-19-000109
M,2020-02-04,amc,0000794367-20-000008
M,2020-02-25,bmo,0000794367-20-000013
M,2020-05-21,bmo,0000794367-20-000066
M,2020-06-09,bmo,0000794367-20-000078
M,2020-07-01,bmo,0000794367-20-000084
M,2020-09-02,bmo,0000794367-20-000120
M,2020-11-19,bmo,0000794367-20-000141
M,2021-02-23,bmo,0001564590-21-007289
M,2021-05-18,bmo,0001564590-21-028543
M,2021-08-19,bmo,0001564590-21-045073
M,2021-11-18,bmo,0001564590-21-057534
M,2022-02-22,bmo,0001564590-22-005771
M,2022-05-26,bmo,0001564590-22-021327
M,2022-08-23,bmo,0001564590-22-029910
M,2022-11-17,bmo,0001564590-22-037892
M,2023-03-02,bmo,0001628280-23-005942
M,2023-06-01,bmo,0001628280-23-020415
M,2023-08-22,bmo,0001628280-23-030169
M,2023-11-16,bmo,0001628280-23-039210
M,2024-02-27,bmo,0001628280-24-007023
M,2024-05-21,bmo,0001628280-24-024437
M,2024-08-21,bmo,0001628280-24-037971
M,2024-11-25,bmo,0000794367-24-000199
M,2024-12-11,bmo,0001628280-24-050691
M,2025-03-06,bmo,0001628280-25-010767
M,2025-05-28,bmo,0001628280-25-028040
M,2025-09-03,bmo,0000794367-25-000139
M,2025-12-03,bmo,0001628280-25-054900
M,2026-03-18,bmo,0001628280-26-019024
M,2026-06-03,bmo,0001628280-26-040037
MAC,2019-08-01,bmo,0001193125-19-209642
MAC,2019-10-31,bmo,0001193125-19-279554
MAC,2020-02-06,bmo,0001193125-20-026120
MAC,2020-05-12,bmo,0001193125-20-139759
MAC,2020-08-11,bmo,0001193125-20-215593
MAC,2020-11-05,bmo,0001193125-20-286186
MAC,2021-02-01,bmo,0001193125-21-023559
MAC,2021-02-11,bmo,0001193125-21-037341
MAC,2021-05-11,bmo,0001193125-21-156967
MAC,2021-08-04,bmo,0001193125-21-235673
MAC,2021-11-03,bmo,0001193125-21-317624
MAC,2022-02-10,bmo,0001193125-22-033523
MAC,2022-05-09,bmo,0000912242-22-000012
MAC,2022-07-28,bmo,0000912242-22-000020
MAC,2022-11-03,bmo,0000912242-22-000027
MAC,2023-02-07,bmo,0000912242-23-000002
MAC,2023-05-04,bmo,0000912242-23-000010
MAC,2023-08-08,bmo,0000912242-23-000019
MAC,2023-10-31,bmo,0000912242-23-000023
MAC,2024-02-07,bmo,0000912242-24-000005
MAC,2024-04-30,bmo,0000912242-24-000069
MAC,2024-07-31,bmo,0000912242-24-000120
MAC,2024-11-06,bmo,0000912242-24-000128
MAC,2025-02-27,bmo,0000912242-25-000021
MAC,2025-05-12,bmo,0000912242-25-000043
MAC,2025-08-11,amc,0000912242-25-000066
MAC,2025-11-04,amc,0000912242-25-000074
MAC,2026-02-18,amc,0000912242-26-000009
MAC,2026-05-06,amc,0000912242-26-000020
MAC,2026-08-04,amc,0000912242-26-000034
MAS,2019-07-25,bmo,0000062996-19-000052
MAS,2019-10-30,bmo,0000062996-19-000060
MAS,2019-11-08,amc,0000062996-19-000066
MAS,2020-02-11,bmo,0000062996-20-000003
MAS,2020-04-29,bmo,0000062996-20-000014
MAS,2020-07-30,bmo,0000062996-20-000030
MAS,2020-10-28,bmo,0001628280-20-014909
MAS,2021-02-09,bmo,0000062996-21-000004
MAS,2021-04-28,bmo,0000062996-21-000011
MAS,2021-07-29,bmo,0000062996-21-000023
MAS,2021-10-27,bmo,0000062996-21-000029
MAS,2022-02-08,bmo,0000062996-22-000006
MAS,2022-04-27,bmo,0000062996-22-000015
MAS,2022-07-28,bmo,0000062996-22-000033
MAS,2022-10-26,bmo,0000062996-22-000039
MAS,2023-02-09,bmo,0000062996-23-000006
MAS,2023-04-26,bmo,0000062996-23-000012
MAS,2023-07-27,bmo,0000062996-23-000031
MAS,2023-10-26,bmo,0000062996-23-000039
MAS,2024-02-08,bmo,0000062996-24-000004
MAS,2024-04-24,bmo,0000062996-24-000011
MAS,2024-07-25,bmo,0000062996-24-000026
MAS,2024-10-29,bmo,0000062996-24-000032
MAS,2025-02-11,bmo,0000062996-25-000003
MAS,2025-04-23,bmo,0000062996-25-000009
MAS,2025-07-31,bmo,0000062996-25-000028
MAS,2025-10-29,bmo,0000062996-25-000034
MAS,2026-02-10,bmo,0000062996-26-000004
MAS,2026-04-22,bmo,0000062996-26-000013
MAS,2026-07-29,bmo,0000062996-26-000026
MAT,2019-07-25,amc,0001628280-19-009040
MAT,2019-10-29,amc,0001193125-19-277846
MAT,2020-02-13,amc,0001628280-20-001517
MAT,2020-05-05,amc,0001628280-20-006432
MAT,2020-07-23,amc,0001628280-20-010580
MAT,2020-10-22,amc,0001628280-20-014691
MAT,2021-02-09,amc,0001628280-21-001679
MAT,2021-04-22,amc,0001628280-21-007362
MAT,2021-07-27,amc,0001628280-21-014515
MAT,2021-10-21,amc,0001628280-21-020329
MAT,2022-02-09,amc,0001628280-22-002102
MAT,2022-04-27,amc,0001628280-22-010791
MAT,2022-07-21,amc,0001628280-22-019251
MAT,2022-10-25,amc,0001628280-22-026983
MAT,2023-02-08,amc,0001628280-23-002762
MAT,2023-04-26,amc,0001628280-23-013224
MAT,2023-07-26,amc,0001628280-23-025710
MAT,2023-10-25,amc,0001628280-23-035111
MAT,2024-02-07,amc,0001628280-24-003691
MAT,2024-04-23,amc,0001628280-24-017375
MAT,2024-07-23,amc,0001628280-24-032594
MAT,2024-10-23,amc,0001628280-24-043430
MAT,2025-02-04,amc,0001628280-25-003671
MAT,2025-05-05,amc,0001628280-25-022159
MAT,2025-07-23,amc,0001628280-25-035714
MAT,2025-10-21,amc,0001628280-25-045690
MAT,2026-02-10,amc,0001628280-26-006840
MAT,2026-04-29,amc,0001628280-26-028370
MAT,2026-08-04,amc,0001628280-26-052674
MCHP,2019-08-06,amc,0000827054-19-000193
MCHP,2019-11-05,amc,0000827054-19-000286
MCHP,2020-01-07,amc,0000827054-20-000017
MCHP,2020-02-04,amc,0000827054-20-000028
MCHP,2020-04-09,amc,0000827054-20-000083
MCHP,2020-05-07,amc,0000827054-20-000100
MCHP,2020-08-04,amc,0000827054-20-000183
MCHP,2020-11-05,amc,0001193125-20-286863
MCHP,2021-02-04,intraday,0000827054-21-000024
MCHP,2021-05-06,amc,0000827054-21-000097
MCHP,2021-08-03,amc,0000827054-21-000186
MCHP,2021-11-04,amc,0000827054-21-000279
MCHP,2022-02-03,amc,0000827054-22-000024
MCHP,2022-05-09,amc,0000827054-22-000076
MCHP,2022-08-02,amc,0000827054-22-000146
MCHP,2022-11-03,amc,0000827054-22-000192
MCHP,2023-02-02,amc,0000827054-23-000019
MCHP,2023-05-04,amc,0000827054-23-000060
MCHP,2023-08-03,amc,0000827054-23-000131
MCHP,2023-11-02,amc,0000827054-23-000183
MCHP,2024-01-08,amc,0000827054-24-000010
MCHP,2024-02-01,amc,0000827054-24-000022
MCHP,2024-05-06,amc,0000827054-24-000078
MCHP,2024-08-01,amc,0000827054-24-000138
MCHP,2024-11-05,amc,0000827054-24-000205
MCHP,2025-02-06,amc,0000827054-25-000018
MCHP,2025-05-08,amc,0000827054-25-000061
MCHP,2025-08-07,amc,0000827054-25-000132
MCHP,2025-11-06,amc,0000827054-25-000182
MCHP,2026-01-05,amc,0000827054-26-000002
MCHP,2026-02-05,amc,0000827054-26-000008
MCHP,2026-05-07,amc,0000827054-26-000012
MCHP,2026-08-06,amc,0000827054-26-000037
MDLZ,2019-07-30,amc,0001193125-19-207034
MDLZ,2019-10-29,amc,0001193125-19-277801
MDLZ,2020-01-29,amc,0001193125-20-018413
MDLZ,2020-04-28,amc,0001193125-20-123078
MDLZ,2020-07-28,amc,0001193125-20-201004
MDLZ,2020-11-02,amc,0001193125-20-283923
MDLZ,2021-01-28,amc,0001193125-21-020776
MDLZ,2021-04-27,amc,0001193125-21-134232
MDLZ,2021-07-27,amc,0001193125-21-225765
MDLZ,2021-11-02,amc,0001193125-21-316945
MDLZ,2022-01-27,amc,0001193125-22-019794
MDLZ,2022-04-26,amc,0001193125-22-120254
MDLZ,2022-07-26,amc,0001193125-22-202055
MDLZ,2022-11-01,amc,0001193125-22-274924
MDLZ,2023-01-31,amc,0001193125-23-020409
MDLZ,2023-04-27,amc,0001103982-23-000017
MDLZ,2023-07-27,amc,0001103982-23-000041
MDLZ,2023-11-01,amc,0001103982-23-000073
MDLZ,2024-01-30,amc,0001103982-24-000011
MDLZ,2024-04-30,amc,0001103982-24-000052
MDLZ,2024-07-30,amc,0001103982-24-000091
MDLZ,2024-10-29,amc,0001103982-24-000102
MDLZ,2025-02-04,amc,0001103982-25-000024
MDLZ,2025-04-29,amc,0001103982-25-000126
MDLZ,2025-07-29,amc,0001103982-25-000187
MDLZ,2025-10-28,amc,0001628280-25-046750
MDLZ,2026-02-03,amc,0001628280-26-005016
MDLZ,2026-04-28,amc,0001628280-26-027915
MDLZ,2026-07-28,amc,0001628280-26-050157
MET,2019-07-31,amc,0001099219-19-000133
MET,2019-08-13,amc,0001193125-19-219280
MET,2019-10-30,amc,0001099219-19-000220
MET,2019-12-17,amc,0001099219-19-000237
MET,2020-02-05,amc,0001099219-20-000050
MET,2020-02-14,amc,0001099219-20-000058
MET,2020-05-06,amc,0001099219-20-000200
MET,2020-05-11,amc,0001099219-20-000206
MET,2020-08-05,amc,0001099219-20-000285
MET,2020-08-11,amc,0001099219-20-000289
MET,2020-11-04,amc,0001099219-20-000355
MET,2020-11-09,amc,0001099219-20-000362
MET,2021-02-03,amc,0001099219-21-000036
MET,2021-02-09,amc,0001099219-21-000041
MET,2021-05-05,amc,0001099219-21-000173
MET,2021-05-14,amc,0001099219-21-000183
MET,2021-08-04,amc,0001099219-21-000268
MET,2021-08-09,amc,0001099219-21-000274
MET,2021-11-03,amc,0001099219-21-000330
MET,2021-11-09,amc,0001099219-21-000338
MET,2022-02-02,amc,0001099219-22-000003
MET,2022-02-08,amc,0001099219-22-000006
MET,2022-05-04,amc,0001099219-22-000106
MET,2022-05-09,amc,0001099219-22-000110
MET,2022-08-03,amc,0001099219-22-000112
MET,2022-08-08,amc,0001099219-22-000118
MET,2022-11-02,amc,0001099219-22-000172
MET,2022-11-07,amc,0001099219-22-000176
MET,2023-02-01,amc,0001099219-23-000039
MET,2023-02-07,amc,0001099219-23-000041
MET,2023-05-03,amc,0001099219-23-000156
MET,2023-08-02,amc,0001099219-23-000207
MET,2023-11-01,amc,0001099219-23-000266
MET,2024-01-31,amc,0001099219-24-000028
MET,2024-05-01,amc,0001099219-24-000139
MET,2024-07-31,amc,0001099219-24-000196
MET,2024-10-30,amc,0001099219-24-000255
MET,2025-02-05,amc,0001099219-25-000039
MET,2025-04-30,amc,0001099219-25-000133
MET,2025-08-06,amc,0001099219-25-000191
MET,2025-11-05,amc,0001099219-25-000227
MET,2026-02-04,amc,0001099219-26-000008
MET,2026-05-06,amc,0001099219-26-000032
MET,2026-08-05,amc,0001099219-26-000048
MGM,2019-07-25,intraday,0001564590-19-026133
MGM,2019-10-30,intraday,0001564590-19-038809
MGM,2020-02-12,intraday,0001564590-20-004375
MGM,2020-04-23,bmo,0001193125-20-116073
MGM,2020-04-30,intraday,0001564590-20-020210
MGM,2020-07-31,intraday,0001564590-20-034818
MGM,2020-10-29,intraday,0001564590-20-048889
MGM,2021-02-10,intraday,0001564590-21-005288
MGM,2021-04-28,intraday,0001564590-21-021395
MGM,2021-08-04,intraday,0001564590-21-040865
MGM,2021-11-03,intraday,0000789570-21-000008
MGM,2022-02-09,intraday,0000789570-22-000002
MGM,2022-04-21,bmo,0000789570-22-000008
MGM,2022-05-02,intraday,0000789570-22-000015
MGM,2022-08-03,intraday,0000789570-22-000025
MGM,2022-11-02,intraday,0000789570-22-000036
MGM,2023-02-08,intraday,0000789570-23-000004
MGM,2023-05-01,intraday,0000789570-23-000012
MGM,2023-08-02,intraday,0000789570-23-000018
MGM,2023-10-05,intraday,0001193125-23-251667
MGM,2023-11-08,intraday,0000789570-23-000022
MGM,2024-02-13,intraday,0000789570-24-000002
MGM,2024-05-01,intraday,0000789570-24-000013
MGM,2024-07-31,intraday,0000789570-24-000021
MGM,2024-10-30,intraday,0000789570-24-000028
MGM,2025-02-12,intraday,0000789570-25-000005
MGM,2025-04-30,intraday,0000789570-25-000019
MGM,2025-07-30,intraday,0000789570-25-000032
MGM,2025-10-29,intraday,0000789570-25-000073
MGM,2026-02-04,bmo,0001193125-26-037093
MGM,2026-02-05,intraday,0000789570-26-000013
MGM,2026-04-29,intraday,0000789570-26-000034
MGM,2026-07-29,intraday,0000789570-26-000075
MNST,2019-08-07,amc,0001104659-19-044544
MNST,2019-11-07,amc,0001104659-19-061144
MNST,2020-02-27,amc,0001104659-20-026177
MNST,2020-05-07,amc,0001104659-20-058129
MNST,2020-08-04,amc,0001104659-20-090299
MNST,2020-11-05,amc,0001104659-20-121827
MNST,2021-02-25,amc,0001104659-21-028257
MNST,2021-05-06,amc,0001104659-21-062425
MNST,2021-08-05,amc,0001104659-21-100782
MNST,2021-11-04,amc,0001104659-21-134412
MNST,2022-02-24,amc,0001104659-22-026611
MNST,2022-05-05,amc,0001104659-22-056465
MNST,2022-08-04,amc,0001104659-22-086151
MNST,2022-11-03,amc,0001104659-22-114430
MNST,2023-02-28,amc,0001104659-23-026733
MNST,2023-05-04,amc,0001104659-23-056023
MNST,2023-08-03,amc,0001104659-23-087294
MNST,2023-11-02,amc,0001104659-23-113794
MNST,2024-02-28,amc,0001104659-24-028756
MNST,2024-05-02,amc,0001104659-24-056393
MNST,2024-08-07,amc,0001104659-24-086781
MNST,2024-11-07,amc,0001104659-24-115332
MNST,2025-02-27,amc,0001104659-25-018243
MNST,2025-05-08,amc,0001104659-25-046150
MNST,2025-08-07,amc,0001104659-25-075211
MNST,2025-11-06,amc,0001104659-25-107778
MNST,2026-02-26,amc,0001104659-26-020525
MNST,2026-05-07,amc,0001104659-26-057188
MNST,2026-08-06,amc,0001104659-26-092046
MO,2019-07-30,bmo,0000764180-19-000068
MO,2019-10-31,bmo,0000764180-19-000080
MO,2020-01-30,bmo,0000764180-20-000005
MO,2020-01-30,intraday,0000764180-20-000009
MO,2020-04-30,bmo,0000764180-20-000044
MO,2020-07-28,bmo,0000764180-20-000070
MO,2020-10-30,bmo,0000764180-20-000102
MO,2021-01-28,bmo,0000764180-21-000014
MO,2021-04-29,bmo,0000764180-21-000064
MO,2021-07-29,bmo,0000764180-21-000106
MO,2021-10-28,bmo,0000764180-21-000125
MO,2022-01-27,bmo,0000764180-22-000007
MO,2022-04-28,bmo,0000764180-22-000042
MO,2022-07-28,bmo,0000764180-22-000090
MO,2022-10-27,bmo,0000764180-22-000100
MO,2023-02-01,bmo,0000764180-23-000012
MO,2023-04-27,bmo,0000764180-23-000058
MO,2023-08-01,bmo,0000764180-23-000112
MO,2023-10-26,bmo,0000764180-23-000125
MO,2024-02-01,bmo,0000764180-24-000007
MO,2024-04-25,bmo,0000764180-24-000056
MO,2024-07-31,bmo,0000764180-24-000091
MO,2024-10-31,bmo,0000764180-24-000100
MO,2025-01-30,bmo,0000764180-25-000006
MO,2025-04-29,bmo,0000764180-25-000047
MO,2025-07-30,bmo,0000764180-25-000109
MO,2025-10-30,bmo,0000764180-25-000128
MO,2026-01-29,bmo,0000764180-26-000007
MO,2026-04-30,bmo,0000764180-26-000056
MO,2026-07-30,bmo,0000764180-26-000093
MOS,2019-08-06,bmo,0001243786-19-000108
MOS,2019-11-04,amc,0001243786-19-000127
MOS,2020-02-19,amc,0001243786-20-000008
MOS,2020-05-05,amc,0001243786-20-000046
MOS,2020-08-03,amc,0001243786-20-000108
MOS,2020-11-02,amc,0001243786-20-000119
MOS,2021-02-17,amc,0001243786-21-000007
MOS,2021-05-03,amc,0001243786-21-000049
MOS,2021-08-02,amc,0001243786-21-000107
MOS,2021-11-01,amc,0001243786-21-000111
MOS,2022-02-22,amc,0001243786-22-000015
MOS,2022-05-02,amc,0001243786-22-000081
MOS,2022-08-01,amc,0001243786-22-000134
MOS,2022-11-07,amc,0001243786-22-000159
MOS,2023-02-22,amc,0001243786-23-000008
MOS,2023-05-03,amc,0001243786-23-000066
MOS,2023-08-01,amc,0001243786-23-000127
MOS,2023-11-07,amc,0001243786-23-000152
MOS,2024-02-21,amc,0002004032-24-000003
MOS,2024-05-01,amc,0002004032-24-000008
MOS,2024-08-06,amc,0001243786-24-000045
MOS,2024-11-12,bmo,0001628280-24-046819
MOS,2025-02-27,amc,0001628280-25-008617
MOS,2025-08-05,amc,0001628280-25-037916
MOS,2025-11-04,amc,0001628280-25-048961
MOS,2026-02-24,amc,0001285785-26-000013
MOS,2026-05-11,intraday,0001285785-26-000063
MOS,2026-08-04,amc,0001285785-26-000109
MPC,2019-08-01,bmo,0001510295-19-000094
MPC,2019-10-31,bmo,0001510295-19-000132
MPC,2020-01-29,bmo,0001510295-20-000002
MPC,2020-04-22,amc,0001510295-20-000042
MPC,2020-05-05,bmo,0001510295-20-000062
MPC,2020-08-03,bmo,0001510295-20-000081
MPC,2020-11-02,bmo,0001510295-20-000102
MPC,2020-11-06,bmo,0001510295-20-000107
MPC,2021-01-25,bmo,0001510295-21-000014
MPC,2021-02-02,bmo,0001510295-21-000019
MPC,2021-02-26,bmo,0001510295-21-000026
MPC,2021-05-04,bmo,0001510295-21-000062
MPC,2021-08-04,bmo,0001510295-21-000111
MPC,2021-11-02,bmo,0001510295-21-000125
MPC,2022-02-02,bmo,0001510295-22-000006
MPC,2022-05-03,bmo,0001510295-22-000037
MPC,2022-08-02,bmo,0001510295-22-000061
MPC,2022-11-01,bmo,0001510295-22-000075
MPC,2023-01-31,bmo,0001510295-23-000005
MPC,2023-05-02,bmo,0001510295-23-000045
MPC,2023-08-01,bmo,0001510295-23-000067
MPC,2023-10-31,bmo,0001510295-23-000076
MPC,2024-01-30,bmo,0001510295-24-000005
MPC,2024-04-30,bmo,0001510295-24-000045
MPC,2024-08-06,bmo,0001510295-24-000065
MPC,2024-11-05,bmo,0001510295-24-000078
MPC,2025-02-04,bmo,0001510295-25-000005
MPC,2025-05-06,bmo,0001510295-25-000038
MPC,2025-08-05,bmo,0001510295-25-000052
MPC,2025-11-04,bmo,0001510295-25-000059
MPC,2026-02-03,bmo,0001510295-26-000003
MPC,2026-04-13,amc,0001510295-26-000029
MPC,2026-05-05,bmo,0001510295-26-000039
MPC,2026-08-04,bmo,0001510295-26-000060
MPLX,2019-08-01,bmo,0001552000-19-000058
MPLX,2019-10-31,bmo,0001552000-19-000067
MPLX,2020-01-29,bmo,0001552000-20-000002
MPLX,2020-05-05,bmo,0001552000-20-000036
MPLX,2020-08-03,bmo,0001552000-20-000044
MPLX,2020-11-02,bmo,0001552000-20-000065
MPLX,2021-02-02,bmo,0001552000-21-000009
MPLX,2021-05-04,bmo,0001552000-21-000022
MPLX,2021-08-04,bmo,0001552000-21-000032
MPLX,2021-11-02,bmo,0001552000-21-000039
MPLX,2022-02-02,bmo,0001552000-22-000003
MPLX,2022-05-03,bmo,0001552000-22-000014
MPLX,2022-08-02,bmo,0001552000-22-000032
MPLX,2022-11-01,bmo,0001552000-22-000043
MPLX,2023-01-31,bmo,0001552000-23-000004
MPLX,2023-05-02,bmo,0001552000-23-000011
MPLX,2023-08-01,bmo,0001552000-23-000026
MPLX,2023-10-31,bmo,0001552000-23-000036
MPLX,2024-01-30,bmo,0001552000-24-000003
MPLX,2024-04-30,bmo,0001552000-24-000012
MPLX,2024-08-06,bmo,0001552000-24-000023
MPLX,2024-11-05,bmo,0001552000-24-000031
MPLX,2025-02-04,bmo,0001552000-25-000008
MPLX,2025-05-06,bmo,0001552000-25-000018
MPLX,2025-08-05,bmo,0001552000-25-000024
MPLX,2025-11-04,bmo,0001552000-25-000035
MPLX,2026-02-03,bmo,0001552000-26-000004
MPLX,2026-04-13,amc,0001552000-26-000017
MPLX,2026-05-05,bmo,0001552000-26-000023
MPLX,2026-08-04,bmo,0001552000-26-000035
MPT,2019-08-01,bmo,0001193125-19-209891
MPT,2019-10-31,bmo,0001193125-19-279799
MPT,2020-02-06,bmo,0001193125-20-026302
MPT,2020-04-30,bmo,0001193125-20-127457
MPT,2020-07-30,bmo,0001193125-20-203464
MPT,2020-10-29,bmo,0001193125-20-280513
MPT,2021-02-04,bmo,0001193125-21-028200
MPT,2021-04-29,bmo,0001193125-21-138537
MPT,2021-07-29,bmo,0001193125-21-228292
